"","version","query","location","paginationPayload","dupefilter","highlight","totalResults","start","end","pageNumber","results.jobtitle","results.company","results.city","results.state","results.country","results.formattedLocation","results.source","results.date","results.snippet","results.url","results.onmousedown","results.jobkey","results.sponsored","results.expired","results.indeedApply","results.formattedLocationFull","results.formattedRelativeTime","results.stations","status","period","currency","minSal","maxSal"
"329",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Consultor Solvencia II","SAO Sistemas","Ciudad de México","DIF","MX","Ciudad de México, D. F.","SAO Sistemas","Fri, 09 Dec 2016 02:49:34 GMT","En <b>Actuaría</b> o afín. SAO Sistemas, somos un lugar de trabajo para el aprendizaje continuo, donde nos preocupamos por escucharte y por tu bienestar, te invitamos...","http://www.indeed.com.mx/viewjob?jk=adfd147959adaedc&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","adfd147959adaedc",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",NA,NA
"330",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"SUSCRIPTOR TÉCNICO DE AUTOS","ASOSA SERVI TEMPORAL S.A DE C.V","Polanco","DIF","MX","Polanco, D. F.","Indeed","Fri, 30 Dec 2016 19:29:29 GMT","*IMPORTANTE EMPRESA EN EL RAMO ASEGURADOR SOLICITA* *\*\*\*\*SUSCRIPTOR TÉCNICO DE AUTOS \*\*\*\** *REQUISITOS* LICENCIATURA TERMINADA (ACTUARIO)","http://www.indeed.com.mx/viewjob?jk=8ae018bad996e33b&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","8ae018bad996e33b",FALSE,FALSE,TRUE,"Polanco, D. F.","hace 21 días","","unknown","unknown","USD",20000,20000
"331",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Actuario (recién egresado}","CPT Centro profesional en telemarketing","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Indeed","Wed, 18 Jan 2017 16:15:19 GMT","*CPT!!!* Call center *Actuario* *(recién egresado)* *conocimientos* -Números -Reportes -Procesos de contabilidad o nómina *Actividades* *-Apoyo en","http://www.indeed.com.mx/viewjob?jk=0674e1225f67c257&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","0674e1225f67c257",FALSE,FALSE,TRUE,"Ciudad de México, D. F.","hace 2 días","","unknown","unknown","USD",8000,10000
"332",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Gerente Comercial en Agencia de Promociones","PROTARGET S.A DE C.V","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Indeed","Tue, 13 Dec 2016 18:51:12 GMT","*Requisitos: * * *Edad: de 25 a 35 años* Sexo: Indistinto Escolaridad: Lic. en Mercadotecnia, Comunicación, Actuaria o afín *Inglés Conversacional Avanzado...","http://www.indeed.com.mx/viewjob?jk=e881b7b4aa9543ea&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","e881b7b4aa9543ea",FALSE,FALSE,TRUE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",20000,20000
"333",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Auditor Interno","Tabares Comedores","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Indeed","Thu, 01 Dec 2016 23:56:33 GMT","Empresa Líder en su Ramo Solicita Auditor Interno Requisitos: Edad: 24 a 40 años Genero : Indistinto Licenciatura en Actuaria o Contabilidad...","http://www.indeed.com.mx/viewjob?jk=1cac6331e52cc77e&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","1cac6331e52cc77e",FALSE,FALSE,TRUE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",8000,8000
"334",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Actuario","UTECA Universidad Tecnológica Americana","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Indeed","Tue, 06 Dec 2016 18:09:25 GMT","Disponibilidad de horario. Recibo de honorarios. Manejo de Software libre -para Finanzas- Tipo de puesto: Por contrato Educación requerida: *","http://www.indeed.com.mx/viewjob?jk=71b58f944d471a46&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","71b58f944d471a46",FALSE,FALSE,TRUE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",NA,NA
"335",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Analista de Inteligencia de Mercado","Risoul y Cia","Monterrey","NLE","MX","Monterrey, N. L.","Indeed","Mon, 02 Jan 2017 16:39:18 GMT","Informatica, IAS, Lic <b>Actuaria</b>, o afin. ANALISTA DE INTELIGENCIA DE MERCADO*....","http://www.indeed.com.mx/viewjob?jk=66b000861c975f16&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","66b000861c975f16",FALSE,FALSE,TRUE,"Monterrey, N. L.","hace 18 días","","unknown","unknown","USD",18000,18000
"336",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Especialista en Análisis de Datos","PEPSI GEPP","Santa Fe","DIF","MX","Santa Fe, D. F.","Indeed","Wed, 28 Dec 2016 22:17:49 GMT","Licenciatura Concluida (pasante o titulado) CP, LAE, <b>Actuaría</b>, Economía o afín. Especialista en Análisis de Datos....","http://www.indeed.com.mx/viewjob?jk=25e85d9e441c1580&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","25e85d9e441c1580",FALSE,FALSE,TRUE,"Santa Fe, D. F.","hace 23 días","","unknown","unknown","USD",15000,15000
"337",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Coordinador de Producto","SPG CAPITAL HUMANO SA DE CV","Polanco","DIF","MX","Polanco, D. F.","Indeed","Wed, 11 Jan 2017 22:06:05 GMT","Administración de Empresas, <b>Actuaría</b>, Mercadotecnia o a fin.*. Importante Empresa Bancaria en Crecimiento*....","http://www.indeed.com.mx/viewjob?jk=c537d42cbdcf42ae&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","c537d42cbdcf42ae",FALSE,FALSE,TRUE,"Polanco, D. F.","hace 9 días","","unknown","unknown","USD",36000,36000
"338",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Matemático/Actuario (recién egresado)","Grupo Ontwice","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Indeed","Tue, 29 Nov 2016 23:40:37 GMT","Lic. en Matemáticas, Actuaría o afín Sin experiencia o 1 año de experiencia máximo Gusto por los números Manejo de base de datos Diseño de modelos de...","http://www.indeed.com.mx/viewjob?jk=0570cf0e10585fda&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","0570cf0e10585fda",FALSE,FALSE,TRUE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",6000,6000
"339",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"ANALISTA DE VENTAS","Galletas Cuétara","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Indeed","Wed, 18 Jan 2017 20:46:05 GMT","ECONOMÍA O <b>ACTUARÍA</b>. CUÉTARA, gran empresa galletera de más de 70 años de experiencia, por crecimiento te invita a formar parte de su equipo de trabajo como:....","http://www.indeed.com.mx/viewjob?jk=f93ccf5ad0c7b022&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","f93ccf5ad0c7b022",FALSE,FALSE,TRUE,"Ciudad de México, D. F.","hace 2 días","","unknown","unknown","USD",10000,10000
"340",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Analista de Información Estadística","Humana Sentido Empresarial","Guadalajara","JAL","MX","Guadalajara, Jal.","Indeed","Thu, 22 Dec 2016 23:51:07 GMT","<b>Actuaría</b>, Economía, Matemático, Finanzas, Ing. Se solicita un Especialista en Análisis, Procesamiento e Interpretación de Información Estadística Económica y de...","http://www.indeed.com.mx/viewjob?jk=32cb1212f7353bc0&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","32cb1212f7353bc0",FALSE,FALSE,TRUE,"Guadalajara, Jal.","hace 29 días","","unknown","unknown","USD",15000,15000
"341",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Coordinación Gestión de Proyectos PMP CMMI","Global Hitss","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Indeed","Fri, 25 Nov 2016 23:59:38 GMT","En Informática, Ingeniero Industrial, <b>Actuario</b> o afín. HITSS, empresa Mexicana, catalogada como una de las 500 más importantes del País y la tercera en TI, con...","http://www.indeed.com.mx/viewjob?jk=6015bf5f26e60d1b&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","6015bf5f26e60d1b",FALSE,FALSE,TRUE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",NA,NA
"342",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Investigador/Estadista","BULLINCOME","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Indeed","Fri, 14 Oct 2016 16:31:45 GMT","Licenciatura TRUNCA o PASANTE en Matemáticas aplicadas, Economía, <b>Actuaría</b>, Psicología de la Investigación.*. Forma parte de nuestro equipo de trabajo como....","http://www.indeed.com.mx/viewjob?jk=28b17315abbe3313&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","28b17315abbe3313",FALSE,FALSE,TRUE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",10000,10000
"343",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Especialista de BD- SQL Avanzado","DISH","Ciudad de México","DIF","MX","Ciudad de México, D. F.","DISH","Thu, 24 Nov 2016 04:01:12 GMT","<b>Actuaria</b>, Matemáticas, Estadistica o a fin. Coordinador Bases de Datos....","http://www.indeed.com.mx/viewjob?jk=b2523986113d406e&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","b2523986113d406e",FALSE,FALSE,FALSE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",NA,NA
"344",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Analista Comercial En Santa fe de lunes a viernes $15,000","GROMERO","Santa Fe","DIF","MX","Santa Fe, D. F.","Indeed","Wed, 28 Dec 2016 05:41:18 GMT","Licenciatura en Mercadotecnia Administración, <b>Actuaría</b>, Sistemas ó afín. Solicitamos \*\*\*ANALISTA COMERCIAL \*\*\**....","http://www.indeed.com.mx/viewjob?jk=d20419b031281f0b&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","d20419b031281f0b",FALSE,FALSE,TRUE,"Santa Fe, D. F.","hace 23 días","","unknown","unknown","USD",NA,15000
"345",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Coordinador de Riesgos","Financiera Sumate","Puebla","PUE","MX","Puebla, Pue.","Financiera Sumate","Thu, 01 Dec 2016 03:28:08 GMT","Licenciatura en <b>Actuaria</b>, Finanzas o Afín. Financiera Súmate especialista en microfinanzas con 42 sucursales con presencia en los Estados de Puebla, Veracruz,...","http://www.indeed.com.mx/viewjob?jk=e181744d47033ed1&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","e181744d47033ed1",FALSE,FALSE,FALSE,"Puebla, Pue.","hace 30+ días","","unknown","unknown","USD",NA,NA
"346",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Analista de indicadores - Puebla","Aprecia financiera","Puebla","PUE","MX","Puebla, Pue.","Indeed","Mon, 14 Nov 2016 19:14:20 GMT","Ingeniería industrial, Finanzas, <b>Actuaria</b>.*. ¡En Aprecia Financiera estamos en búsqueda de tu talento, te invitamos a formar parte de nuestra familia!*....","http://www.indeed.com.mx/viewjob?jk=4dcd1c40ac2b4f22&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","4dcd1c40ac2b4f22",FALSE,FALSE,TRUE,"Puebla, Pue.","hace 30+ días","","unknown","unknown","USD",9000,9000
"347",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Analista Inteligente de Mercado","Risoul y Cia","Monterrey","NLE","MX","Monterrey, N. L.","Indeed","Wed, 30 Nov 2016 20:06:08 GMT","Informatica, IAS, Lic <b>Actuaria</b>, o afin. ANALISTA DE INTELIGENCIA DE MERCADO*....","http://www.indeed.com.mx/viewjob?jk=1a96845108952b56&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","1a96845108952b56",FALSE,FALSE,TRUE,"Monterrey, N. L.","hace 30+ días","","unknown","unknown","USD",15000,15000
"348",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Cotizador de Servicios Logísticos Terrestres","Código Alimentario","Tultitlán","MEX","MX","Tultitlán, Méx.","Indeed","Wed, 14 Dec 2016 23:05:49 GMT","<b>Actuaría</b>, LAE, Ing. Importante Empresa Mexicana de giro Logístico encargada de brindar servicios de Almacenaje, Distribución y Comercialización de productos...","http://www.indeed.com.mx/viewjob?jk=192f9ff66c38e30b&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","192f9ff66c38e30b",FALSE,FALSE,TRUE,"Tultitlán, Méx.","hace 30+ días","","unknown","unknown","USD",NA,NA
"349",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Analista de Datos","CEDO consultores","Hermosillo","SON","MX","Hermosillo, Son.","Indeed","Wed, 11 Jan 2017 20:40:02 GMT","Sexo: Indistinto Edad: 23-30 Escolaridad: Egresados o Truncos de alguna Ingeniería (Industrial, en Sistemas, Ing. Químico, Ing. Civil, Actuaria). Con","http://www.indeed.com.mx/viewjob?jk=a4d7fddb08ae545b&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","a4d7fddb08ae545b",FALSE,FALSE,TRUE,"Hermosillo, Son.","hace 9 días","","unknown","unknown","USD",8000,8000
"350",2,"actuaria","","",TRUE,TRUE,421,326,350,13,"Auxiliar de Evaluación","UNID","Tlalnepantla","MEX","MX","Tlalnepantla, Méx.","Indeed","Thu, 08 Dec 2016 23:18:41 GMT","Licenciatura en Sistemas, Matemáticas Aplicadas y Computación, <b>Actuaría</b> o afín. Universidad Interamericana para el Desarrollo (Tlalnepantla)*....","http://www.indeed.com.mx/viewjob?jk=d529473afbf70df0&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5e8gah7oc9b","indeed_clk(this,'8094');","d529473afbf70df0",FALSE,FALSE,TRUE,"Tlalnepantla, Méx.","hace 30+ días","","unknown","unknown","USD",9700,9700
"351",2,"actuaria","","",TRUE,TRUE,421,351,375,14,"ACTUARIO","MEDIKAMENT DE MEXICO S.A. DE C.V.","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Indeed","Tue, 01 Nov 2016 15:38:04 GMT","<b>ACTUARIA</b> INGENIERIA INDUSTRIAL:. <b>ACTUARIA</b> O A FIN:. Carrera en <b>ACTUARIA</b> O A FIN. Experiencia de 2 años en áreas de calidad en empresa de servicios....","http://www.indeed.com.mx/viewjob?jk=888a1d19007faf5f&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5eehah7ndlo","indeed_clk(this,'8287');","888a1d19007faf5f",FALSE,FALSE,TRUE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",8000,8000
"352",2,"actuaria","","",TRUE,TRUE,421,351,375,14,"Planeador de la Demanda","Granomi RH Soluciones","Iztacalco","DIF","MX","Iztacalco, D. F.","Indeed","Mon, 09 Jan 2017 16:02:22 GMT","En Administración, Economía, Relaciones Comerciales, <b>Actuaria</b>, Informática, Negocios Internacionales. Empresa de Diseño y Confeccion de ropa para niña*....","http://www.indeed.com.mx/viewjob?jk=9c715d0f10283c4c&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5eehah7ndlo","indeed_clk(this,'8287');","9c715d0f10283c4c",FALSE,FALSE,TRUE,"Iztacalco, D. F.","hace 11 días","","unknown","unknown","USD",16500,16500
"353",2,"actuaria","","",TRUE,TRUE,421,351,375,14,"Consultor Change Management","HUMANNET","Cuauhtémoc","DIF","MX","Cuauhtémoc, D. F.","Indeed","Tue, 08 Nov 2016 23:48:22 GMT","Industrial, <b>Actuaría</b>, Psicología, Relaciones Industriales o Comunicación. Ultima experiencia como Consultor en INSTITUCIONES FINANCIERAS....","http://www.indeed.com.mx/viewjob?jk=587ead3d55c9ae78&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5eehah7ndlo","indeed_clk(this,'8287');","587ead3d55c9ae78",FALSE,FALSE,TRUE,"Cuauhtémoc, D. F.","hace 30+ días","","unknown","unknown","USD",40000,40000
"354",2,"actuaria","","",TRUE,TRUE,421,351,375,14,"EJECUTIVO DE CUENTA $15,000 Investigación de Mercados","Smart Index S.C.","Cuajimalpa","DIF","MX","Cuajimalpa, D. F.","Indeed","Mon, 05 Dec 2016 17:26:00 GMT","<b>Actuaria</b>, Físico Matemáticas, Finanzas, Ingeniería Industrial, Mercadotecnia, Administración, Relaciones Publicas y relacionadas....","http://www.indeed.com.mx/viewjob?jk=11b7edd9e38b4f23&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5eehah7ndlo","indeed_clk(this,'8287');","11b7edd9e38b4f23",FALSE,FALSE,TRUE,"Cuajimalpa, D. F.","hace 30+ días","","unknown","unknown","USD",15000,15000
"355",2,"actuaria","","",TRUE,TRUE,421,351,375,14,"Gerente de Logística","Consorcio Juridico","Nezahualcóyotl","MEX","MX","Nezahualcóyotl, Méx.","Indeed","Tue, 27 Dec 2016 01:22:44 GMT","* Sexo: Femenino * Edad: de 28 a 40 años * Licenciatura: Ingeniería Industrial, *Actuaría,* Informática, Sistemas. * Experiencia a nivel gerencial mínima de 4","http://www.indeed.com.mx/viewjob?jk=db0e1690f0b697fb&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5eehah7ndlo","indeed_clk(this,'8287');","db0e1690f0b697fb",FALSE,FALSE,TRUE,"Nezahualcóyotl, Méx.","hace 25 días","","unknown","unknown","USD",12000,12000
"356",2,"actuaria","","",TRUE,TRUE,421,351,375,14,"Ingeniero o Financiero Analista de Costos","INDUSTRIAS AUGE","Lerma","MEX","MX","Lerma, Méx.","Indeed","Thu, 12 Jan 2017 18:07:40 GMT","Finanzas, Economía, <b>Actuaria</b> o Contabilidad o Ingenieria enfocada a Manufactura. Empresa a nivel mundial enfocada al sector energético desde 1965, hemos estado...","http://www.indeed.com.mx/viewjob?jk=2f61a969c6aef7b1&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5eehah7ndlo","indeed_clk(this,'8287');","2f61a969c6aef7b1",FALSE,FALSE,TRUE,"Lerma, Méx.","hace 8 días","","unknown","unknown","USD",12000,12000
"357",2,"actuaria","","",TRUE,TRUE,421,351,375,14,"ANALISTA ACTUARIAL","Alia","San Pedro Garza García","NLE","MX","San Pedro Garza García, N. L.","Indeed","Wed, 14 Dec 2016 23:54:10 GMT","Carrera profesional concluida en áreas como <b>Actuario</b>/ Matemático/Ingeniero en Sistemas/Lic. En Ciencias Computacionales....","http://www.indeed.com.mx/viewjob?jk=2f3c561f88a573a9&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5eehah7ndlo","indeed_clk(this,'8287');","2f3c561f88a573a9",FALSE,FALSE,TRUE,"San Pedro Garza García, N. L.","hace 30+ días","","unknown","unknown","USD",15000,15000
"358",2,"actuaria","","",TRUE,TRUE,421,351,375,14,"Prácticas Profesionales / Actuaria","PwC","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Indeed","Fri, 28 Oct 2016 16:45:34 GMT","Estudiante o pasante en <b>Actuaria</b>. Actividades de experiencia profesional al área de <b>Actuaria</b>. ¡¡PwC México está buscando tu talento!!*....","http://www.indeed.com.mx/viewjob?jk=e0328409a5db5277&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5eehah7ndlo","indeed_clk(this,'8287');","e0328409a5db5277",FALSE,FALSE,TRUE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",NA,NA
"359",2,"actuaria","","",TRUE,TRUE,421,351,375,14,"PASANTE EN DERECHO","CREDIAYUDA","Puebla","PUE","MX","Puebla, Pue.","Indeed","Wed, 18 Jan 2017 00:14:34 GMT","Sexo: Indistinto Edad: 20 a 30 años Escolaridad: Pasante en Derecho Conocimiento en materia mercantil y civil. Funciones: Elaboración de demandas. Exhortos....","http://www.indeed.com.mx/viewjob?jk=9e6e750b3afa21ef&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5eehah7ndlo","indeed_clk(this,'8287');","9e6e750b3afa21ef",FALSE,FALSE,TRUE,"Puebla, Pue.","hace 3 días","","unknown","unknown","USD",3000,3000
"360",2,"actuaria","","",TRUE,TRUE,421,351,375,14,"Especialista Financiero","IN-Credit & Leasing","Ciudad de México","DIF","MX","Ciudad de México, D. F.","Indeed","Tue, 11 Oct 2016 16:11:25 GMT","En <b>Actuaría</b>, Matemáticas con especialidad en análisis financiero, Finanzas. IN-Credit &amp; Leasing empresa financiera perteneciente a General Motors solicita:....","http://www.indeed.com.mx/viewjob?jk=27ab32317b5f7c3d&qd=bi1irCVCGq9473EJ9E79kxCEXhjIMzb7lFAuRtDcUo_TcNKK_aY9kAcq4uhA63y4a9WocaQCFelDKny-0l-Ydh6nojn63AzuMLy1372sZMY&indpubnum=7697745275879740&atk=1b6vd5eehah7ndlo","indeed_clk(this,'8287');","27ab32317b5f7c3d",FALSE,FALSE,TRUE,"Ciudad de México, D. F.","hace 30+ días","","unknown","unknown","USD",23000,23000
